"","x"
"1",0.0194587718263128
"2",0.00135839657286866
"3",0
"4",0.0279043172320149
"5",0.013406620781534
"6",0
"7",0.0400223806770705
"8",0
"9",0
"10",0.00614832774140934
"11",0
"12",0.0128041964728813
"13",0
"14",0
"15",0.026893853250122
"16",0
"17",0.014915571083731
"18",0.00179928499811085
"19",0
"20",0.0238298785192111
"21",0.000710183747294479
"22",0.012944580365687
"23",0.0660662692039499
"24",0.00571643260782388
"25",0.0526276486614447
"26",0.0175637603851142
"27",0.0506477271749722
"28",0.0154084868583724
"29",0.0108979669398308
"30",0.0125752494703077
"31",0
"32",0
"33",0.0269457326996419
"34",0.00108113125689856
"35",0.07692637839135
"36",0
"37",0
"38",0.0228869346643873
"39",0.013511184353984
"40",0.0226828588594003
"41",0.0132391599021775
"42",0.00697423614212004
"43",0.00818991226119885
"44",0.00423999590954442
"45",0.0195105029439545
"46",0.00524469019237873
"47",0.00161981796502136
"48",0
"49",0
"50",0.0217239851506629
"51",0
"52",0
"53",0.0249618695564579
"54",0.0778750013639686
"55",0.0303443111121729
"56",0
"57",0
"58",0
"59",0
"60",0.00302965732293824
"61",0.0106925244693673
"62",0.0071616763345711
"63",0.0927490983052886
"64",0.0276670405591514
"65",0.0166457408016649
"66",0.00877336966950034
"67",0.000423088087782608
"68",0.0495849201525122
"69",0.0542696526353531
"70",0
"71",0.00227459460584941
"72",0.0233944840508054
"73",0
"74",0.0263232418828315
"75",0.039662021387457
"76",3.93404456576207e-05
"77",0
"78",0.0312182124944681
"79",0.00203675150748426
"80",0
"81",0.0113228055858975
"82",0.027164895918905
"83",0.0148194331625999
"84",0.0133014874957603
"85",0.0181021916302259
"86",0.00390777179372415
"87",0.0498942023039901
"88",0.0213357797750791
"89",0.0255300986950592
"90",0.00786861740875304
"91",0.00373480698766224
"92",0.0389476633989891
"93",0
"94",0
"95",0
"96",0
"97",0.0247037857834617
"98",0.00798600002633326
"99",0.0293116025189862
"100",0.045682498301432
"101",0
"102",0.000478673656571371
"103",0.00156163778319667
"104",0.0984453454745873
"105",0.0630456823006002
"106",0.0314467609519785
"107",0.00917068284113048
"108",0
"109",0.0216110612747416
"110",0.00397518212752099
"111",0
"112",0
"113",0.00660891358288356
"114",0.0736132590803623
"115",0
"116",0.0170924902815453
"117",0
"118",0.000694469197239933
"119",0.0203044413844358
"120",0.0117611212039249
"121",0.0487489334507352
"122",0.0173107539304053
"123",0.0413278897121622
"124",0
"125",0.000700943955375144
"126",0.00051137471393331
"127",0
"128",0.0518048020093979
"129",0.0234385476859616
"130",0.0193073562843995
"131",0
"132",0
"133",0.0266502772009766
"134",0.0177334115494525
"135",0
"136",0.0462734131096079
"137",0.0115795378857937
"138",0.028592138234238
"139",0.00344732488138266
"140",0.00963631937161147
"141",0.0184194598281074
"142",0
"143",0.00790850136292979
"144",0.00314937634969211
"145",0
"146",0.00333446313902782
"147",0.0176909794958435
"148",0.00231733794017606
"149",0
"150",0.0327235051769223
"151",0.0659708880862938
"152",0.0216171358006052
"153",0.0123056309321088
"154",0
"155",0
"156",0.0154763388005252
"157",0
"158",0.0315591449829718
"159",0.0159703041981476
"160",0
"161",0.02644516032256
"162",0.0441171915079734
"163",0.0044533116538514
"164",0.0243830732129946
"165",0.0148239631271236
"166",0.0413202674464798
"167",0.00505130970310362
"168",0
"169",0.00108419879896741
"170",0.036845955507448
"171",0.076522246851479
"172",0.00740015640460582
"173",0.0196496443749116
"174",0
"175",0.0119804888178391
"176",0
"177",0
"178",0.0123500050514589
"179",0.0147954027815875
"180",0.000285708774858595
"181",0
"182",0.0497567060222234
"183",0.0259942728780896
"184",0.0248904347407864
"185",0.0318739581397133
"186",0.0300429822736036
"187",0.0413518882760098
"188",0.0329931545308421
"189",0
"190",0.00476364417029486
"191",0.0463781495688108
"192",0.134605981155262
"193",0.00434867045943946
"194",0.0979623957914766
"195",0.00887090294752775
"196",0
"197",0.00122530763433502
"198",0.0302028731147549
"199",0.0202608041140861
"200",0
"201",0.0227765029290845
"202",0.0515862547564495
"203",0
"204",0
"205",0
"206",0.0227559931049846
"207",0.0322632687074437
"208",0.0171893692380171
"209",0.00275894809354443
"210",0.0125929836970552
"211",0.000290252021850823
"212",0.0126132132817496
"213",0
"214",0
"215",0
"216",0.00512785135368526
"217",0
"218",0.000627121253598373
"219",0.00305124019415615
"220",0.0229849127661054
"221",0.0214594359596726
"222",0.010155985874028
"223",0.00451475366233532
"224",0.0389511786933752
"225",0.038865177033187
"226",0.0316181883013701
"227",0
"228",0.00203342959859236
"229",0.0035009283298491
"230",0
"231",0.0279759174178449
"232",0.00205696006938084
"233",0.0459862684375557
"234",0.0231639385581907
"235",0
"236",0.112405690489424
"237",0.0281041192816278
"238",0.0587042548679995
"239",0.0207614505538093
"240",0
"241",0.0306908338920753
"242",0.00367478530974931
"243",0.00882186221157194
"244",0.0422313861280491
"245",0.120012779825315
"246",0.00223473091773745
"247",0.0033958977924597
"248",0.0215502392668249
"249",0.0129286074261862
"250",0.00837007942208645
"251",0
"252",0.00782927366013889
"253",0
"254",0.0620244014006928
"255",0.00640785103443782
"256",0
"257",0
"258",0.0179694396333497
"259",0.0435534669427129
"260",0.00143704772487211
"261",0.00116595581011815
"262",0
"263",0.0651970766726151
"264",0
"265",0.0344058454159923
"266",0.00854264508139394
"267",0.0355339774869582
"268",0.0351045586876561
"269",0.0281486844114575
"270",0
"271",0.081043808580759
"272",0
"273",0.0138585717302098
"274",0.0437527870641222
"275",0
"276",0.0148230558880909
"277",0.00528233405415235
"278",0.00923132573269139
"279",0
"280",0.00292005741267543
"281",0.00655172102729891
"282",0.0552624480803052
"283",0.0049421375776191
"284",0.0174615510840829
"285",0
"286",0.0467821212190352
"287",0.017348829509448
"288",0.00718693124717755
"289",0
"290",0.00131573285893387
"291",0.0697213899805379
"292",0
"293",0
"294",0.021922378218693
"295",0.0316221457180034
"296",0.0429883570393704
"297",0
"298",0.0466839226450846
"299",0.00198346396579699
"300",0.00311243594811415
"301",0
"302",0.00264008377675456
"303",0.00613862938253594
"304",0
"305",0.00519326166106456
"306",0.0177964824213265
"307",0
"308",0.000182808219564257
"309",0.0591618389414302
"310",0
"311",0.0186067947580536
"312",0.0171775933705966
"313",0
"314",0.00118546281396145
"315",0.0415117118647344
"316",0.0535126870762591
"317",0.0740166367714288
"318",0.0171879581461902
"319",0.0271626770308402
"320",0.0441599862094919
"321",0
"322",0
"323",0
"324",0.00258996975165875
"325",0.0039204605048876
"326",0.0344593237279715
"327",0.00352000634589464
"328",0.0399499383138221
"329",0.0146451272680158
"330",0.000179486039822785
"331",0
"332",0.00346727792336817
"333",0.0216245683478069
"334",0
"335",0
"336",0
"337",0.0292469051448473
"338",0.00380316723962617
"339",0.0584350531268648
"340",0.0212565504888933
"341",0
"342",0.0328245512069331
"343",0.000401039682383242
"344",0
"345",0.0707799406197406
"346",0.0338441525350544
"347",0.0250331765865724
"348",0.0163699040922306
"349",0.0303711513936959
"350",0.000916113748270564
"351",0
"352",0.0124942250691726
"353",0.0811448635955068
"354",0
"355",0.0727504361008079
"356",0
"357",0
"358",0.016153471783296
"359",0.0205381788707449
"360",0
"361",0
"362",0.0311613221836095
"363",0.00326737531413676
"364",0.0011122672536336
"365",0
"366",0.0676860140786923
"367",0
"368",0.00693165467902669
"369",0.0158928494292689
"370",0.00459718568375612
"371",0.0794116851837545
"372",0.0241045039626181
"373",0.00438066421369016
"374",0
"375",0.0705109779188876
"376",0.0654146389428175
"377",0.00469731101675185
"378",0.00107589576585273
"379",0.0367091819910321
"380",0.019974866237227
"381",0.0164288771537065
"382",0
"383",0
"384",0.0030459550887836
"385",5.85925106816432e-05
"386",0
"387",0
"388",0.016085747061563
"389",0.0100514858002998
"390",0.0243772738114138
"391",0.0218679063948546
"392",0.00788902529206593
"393",0.0153802625595928
"394",0
"395",0.008139173152926
"396",0.0172228922556681
"397",0.008676044542287
"398",0
"399",0
"400",0.0212658256889859
"401",0.0489134592074412
"402",0.0247837869921096
"403",0
"404",0.0511711695398181
"405",0
"406",0.0297503036449348
"407",0.0223029653402642
"408",0
"409",0.0351281526399369
"410",0.00499251540595601
"411",0
"412",0.00155102439666542
"413",0.07491843404152
"414",0
"415",0.000505604364955337
"416",0.000889929396810418
"417",0.0778248987941717
"418",0
"419",0.065810848976342
"420",0.022832291407866
"421",0
"422",0
"423",0.0105001339995251
"424",0.00198048356243029
"425",0.0154754716302429
"426",0.000495734747196452
"427",0.0146641016719502
"428",0
"429",0
"430",0.0177097382603956
"431",0.0155959506821458
"432",0.0352480167540839
"433",0
"434",0.019289966759955
"435",0
"436",0.0395592615423775
"437",0.00166563574895868
"438",0.000274927501070277
"439",0.00815414032619115
"440",0.0254418578162082
"441",0
"442",0.0253674904067431
"443",0.0135589724892243
"444",0.00115751068271843
"445",0.0486730656237507
"446",0.020781865558273
"447",0.0427240396673739
"448",0
"449",0.0669293276844943
"450",0.0151014364236614
"451",0.0263913039883189
"452",0
"453",0.036677629157085
"454",0.00735821174036564
"455",0
"456",0
"457",0.0504262735995973
"458",0.00956952762825847
"459",0.0368803093812226
"460",0
"461",0.00696516320012878
"462",0
"463",0.0380487774741467
"464",0.0137137851110622
"465",0.0204254054142838
"466",0.0294465150775197
"467",0.00743297906031531
"468",0
"469",0.0252719223272131
"470",0
"471",0
"472",0.0165528442173985
"473",0.00975402279914659
"474",0.0242733404196489
"475",0.022510572760002
"476",0.0260148977656483
"477",0
"478",0.0171939833305731
"479",0.0168139095237281
"480",0.0376426111002003
"481",0.0574299679153146
"482",0.0374722829265781
"483",0.034798278796181
"484",0
"485",0.0182702237498723
"486",0.00767183446626668
"487",0.00577082035230676
"488",0.0196683001502493
"489",0
"490",0.0504968393889234
"491",0
"492",0
"493",0.0294929359139674
"494",0
"495",0.0152117719429506
"496",0.0351450090403711
"497",0
"498",0
"499",0
"500",0.0724915182253262
"501",0.0159366248080324
"502",0
"503",0.0459013974883189
"504",0.0611585907169065
"505",0.000684652456617885
"506",0.0307225045708818
"507",0.054762181183567
"508",0.0193834848388353
"509",0.0246716029646031
"510",0.0238370912981382
