Wcont,Pcont,Wcat,Pcat
0.0545186300616906,0.432891816504549,0.0434003447724596,0.558366881932992
-0.000737707696458435,0.991533043229401,-0.0099352808659926,0.893417782471806
0.00739049734550601,0.915334326435143,-0.0124102157800836,0.867089835050479
-0.210173238856664,0.00249992305595814,-0.147312730947333,0.0469707173941443
0.0586518271488842,0.398832056790544,0.111139390837977,0.133937489138415
-0.0562921471234178,0.418075326856849,-0.0924589268255967,0.212455712727175
-0.0896328924081153,0.197268487610394,-0.0708568766963914,0.339309751389615
0.00728195774322719,0.916573182909374,-0.0368633048696757,0.619108188943873
0.0992381175227453,0.153423026960823,0.121510394515567,0.101294395964537
-0.0861868146400031,0.215049044844694,-0.0909914084723881,0.219803330776481
0.0558978325553247,0.421343475822598,0.00679569298173539,0.926982228467217
-0.0233651102817315,0.736789365628823,-0.0732061017713679,0.323539646673969
0.201966401122352,0.00366907048240372,0.285746845174079,0.000116490270681613
0.0209634124110401,0.762987842660607,-0.0254422393717629,0.731525056117617
0.0313115838366015,0.652408757392176,0.102029062940924,0.16885324238875
0.231773187446228,0.000855860675168851,0.198854621855011,0.00732655956171835
0.00132770688098042,0.984762034623476,0.0562275233569768,0.448302536910052
0.120701409186191,0.0825117267479343,0.16046225796895,0.0304727802794365
-0.111632533333768,0.108309372832095,-0.0526377118034889,0.477804530507395
0.0680171432090987,0.327861981176069,0.00596158210440137,0.935923868587616
0.0682135122228914,0.326467401786012,0.038949938799494,0.599406862293322
-0.0221619364363602,0.749877894445927,-0.0340645828419467,0.645966392868416
0.130579594898902,0.0603274381006553,0.12937271439373,0.0810481288190339
0.00930787271431621,0.893486288262224,0.0307959649996592,0.677926361450501
-0.0324568471143829,0.640576368533793,0.0121631935616143,0.86971149751451
0.0471754385069908,0.497378262564875,0.00287737959369915,0.9690478683913
0.115619290509114,0.0962747516125213,0.110136538637033,0.137482886357826
0.030648921674729,0.659295523142498,0.0236074922036427,0.750215394753965
0.104569542177489,0.132520302849853,0.122799221379003,0.0977236770144558
0.0703771581957618,0.311357191699012,0.106829991455977,0.149686378459173
0.0945535248814219,0.173780444425847,0.0901913140841656,0.223885250177599
0.156452736926466,0.024412208016702,0.14188505080501,0.0557007062818764
-0.0444297814357623,0.522742107001562,-0.0279976586120372,0.705758744303047
-0.116916138457148,0.0925991914457823,-0.0488086009322207,0.5104088516294
-0.104638860271233,0.132263838754994,-0.0174244457352661,0.814228293804779
0.0554031242881971,0.425464830953968,0.0542241019704383,0.464637979215619
0.0444536528251218,0.522518759577287,0.0987206946602498,0.183095779342435
-0.0194444964503746,0.779700091936549,-0.0977402746607699,0.187482864787518
-0.0316822584253705,0.648569330630659,-0.0953034749806961,0.19872206003866
-0.168812980610246,0.015166371071509,-0.173955274110905,0.0189838351311029
-0.0966941875226532,0.164240620923628,-0.14463635109236,0.0511198610023387
-0.032884807248914,0.636177995980444,-0.030664456439388,0.679224929868395
-0.0723879357186345,0.297734733316111,-0.0963561278705973,0.193807933665936
0.0142143799469445,0.837982760260482,-0.0207718515040339,0.779388704602039
0.104274257938011,0.133617116542395,0.0561659347306215,0.448799807714835
-0.107568188492342,0.12177336409764,-0.0332707152002319,0.653671653608197
-0.0733597775704302,0.291295711976969,-0.0246969394565355,0.739098849443261
-0.097175730297271,0.162150034042979,-0.0894844517948209,0.227536371724906
-0.105777004850921,0.128107682989361,-0.0893525071812833,0.228222572543469
-0.189083246106701,0.0065287773512871,-0.198675016082538,0.00737977080686703
0.0602225957542403,0.386323179325139,0.0840114187664476,0.257246329286597
0.0813688906846928,0.241801879278465,0.0738400716065305,0.319367053142381
0.0623714907989861,0.369603412745761,0.0563072698244563,0.447659123583943
0.0255047213870018,0.713703700910716,0.000219172337869245,0.997641762819248
0.0379369415126312,0.585255344544447,-0.00376100109230097,0.959549893222094
0.0349856773349854,0.614774161279837,0.0155278430030964,0.834137209552245
0.0407156968087921,0.55807915966607,0.0215243154773327,0.771615051738478
0.059425018209396,0.392644519865372,0.084307966649436,0.255570612337943
0.069078289107762,0.320371839281345,0.0944151765878246,0.202939287902829
0.0841981341007457,0.22582119618564,0.0825839745091704,0.265419053492677
0.0808116223469639,0.245041137889443,0.0866185002962588,0.242774079091609
0.0371638524649379,0.592924022647558,-0.00101031586022816,0.989129585380746
0.0420486043130705,0.545264769204239,0.0535743182777498,0.470006434134958
-0.0139733762298296,0.840692634324858,-0.017695273075477,0.811394826588302
0.0794324363023143,0.253188552248964,0.0716506877582302,0.333926701481169
0.102207756060578,0.141490589951318,0.0799124738568995,0.281190915763622
0.0910900198966898,0.190082967658294,0.100104166080486,0.177035230705809
0.0105001550243548,0.87994008785222,-0.0625411228810911,0.399010862193018
0.0711489077887181,0.306080957209589,0.0419036628162351,0.572015490265499
-0.00767475281134368,0.912090854676085,-0.00696767964194043,0.92513964604249
0.238714794944767,0.00059491487768315,0.170938353427683,0.0211573900296816
0.106824851650219,0.124371710962847,0.127080805086682,0.0865784180277609
0.0447248409847195,0.519984893732754,0.00982695785616292,0.894573009820426
0.0186575059876143,0.788399908052716,-0.107197195006623,0.148291673434623
-6.90399749472335e-05,0.999207586742565,-0.0384778003099915,0.603839744439315
-0.0945306177086343,0.173884722280692,-0.0802656345068208,0.279070209422303
0.0144060570819814,0.835828889525794,-0.0361931680649203,0.625494848058703
-0.230118259854254,0.000932091116004008,-0.185091835587038,0.0125592438210466
-0.158398856801021,0.0226923937683681,-0.161382765044394,0.0295325722887211
0.0357549477723028,0.607016812753613,0.0118645755131135,0.872882660198467
0.0557318240355284,0.422723854931052,0.0267329924698918,0.718470389281005
0.0869383696805473,0.211076051542103,0.0338118218300247,0.648415616873141
0.0658011678478799,0.343866844269798,0.0101560007819128,0.891064583310778
0.051643406152021,0.457546743672881,0.0150236044807383,0.8394487790275
0.00962367691463969,0.88989506360311,0.0126571760283782,0.864470290879357
0.118390167575072,0.0885591855848734,0.0428062204283062,0.56376586721708
-0.0090603235089272,0.896302870264257,-0.0626461612820351,0.398219394878037
0.122620217214263,0.0777493376440643,0.0973227112717537,0.189374720139529
0.0229877131783051,0.740886809988631,0.0234138954220101,0.752196340601227
0.018674494088209,0.788211829157631,-0.0351509297557842,0.635483727620058
0.0615632337767067,0.375838680198611,0.0310624817870044,0.675297603109606
0.0906027044042441,0.192464287362744,0.0711454231568148,0.337346633776059
0.00985522318918493,0.887263423679114,0.0488157301562807,0.510347084637257
0.0482585080811475,0.487556391869604,0.0634154257486336,0.392451844486444
-0.0268689269250619,0.699118533326002,0.0102796043741585,0.889747204718544
-0.0132931104750205,0.848351711065129,0.0102509266107662,0.890052828005413
-0.0468035147488842,0.500775216997102,0.00209248362577626,0.977488376780482
-0.13313170241632,0.0554791069503435,-0.137414790399062,0.0638699000051361
0.000901001162998274,0.989658956342567,0.0310488947405549,0.675431521985112
-0.0942512084933743,0.175160411341413,-0.117783573106458,0.112206530501859
0.166560617354868,0.0165759321318991,0.155603034171331,0.0358731959214624
0.00549841229343638,0.936957148959663,0.0280367004027188,0.705367602241469
-0.0196851205483187,0.777045546729888,-0.018034664471989,0.807847513104301
-0.157334293596002,0.0236196458625346,-0.154119975888996,0.0376760070039175
-0.107853478118558,0.12078747408712,-0.120507327502429,0.104144698521372
0.0261659432435226,0.706620900202022,0.0594204033238886,0.422955037611367
0.0588387420634666,0.397330896875123,0.0656999067659242,0.375624844011799
0.00917732265497044,0.894971504410768,0.0426592133257096,0.56510563615609
0.0574435145935153,0.408618429341848,0.0846310237146992,0.253753749637081
0.143892711214929,0.0384614649869948,0.134058059797112,0.0706344837502951
0.0675969587994509,0.330859024419577,0.0959053261581655,0.195901388390764
-0.0469007789211131,0.499885671768877,-0.0228425267243126,0.758052251868526
-0.00469331365558482,0.946172905963324,-0.0249858063794538,0.73616031103823
-0.0135392687337751,0.845578534716069,-0.00299084599746261,0.967827953145636
-0.0357621190220235,0.606944703674234,-0.0292069610725819,0.693679844861339
-0.0395706444463204,0.569203212154076,-0.0343463601102958,0.643240522924575
-0.0236528395194816,0.733670468457203,-0.00506900512772602,0.945501194027321
-0.0305155676771326,0.660684936387012,-0.0161557909681949,0.827533097322704
-0.0325357523111652,0.639764462298108,-0.0268782338818068,0.717006466627343
-0.02931400652868,0.673256269269739,-0.00770222219799152,0.917274749813891
-0.00750464239672257,0.914031711998112,0.0157306288805374,0.832003212614211
-0.0418350085973844,0.547308385048359,-0.043323353972556,0.559065100707185
-0.0496379062148484,0.475200381237743,-0.0455404118691839,0.539130402707428
-0.0115097896300212,0.868496301619677,-0.0268757857738376,0.717031133094052
-0.0618150699412612,0.3738889702974,-0.0461888842710849,0.533367719234989
-0.0202967783385913,0.770309563331024,-0.0185276982162356,0.802701381415739
-0.00369157100230968,0.957649520964791,0.0112876842099083,0.879014678887533
0.00273604209976784,0.968604902091785,0.0369722182843028,0.618072896654619
-0.0224785444927988,0.746426561015154,-0.0031090953474273,0.966556694999714
-0.0874506451781777,0.208398571362764,-0.0375860936893743,0.612251836826682
-0.0208186235199498,0.764576299904682,0.0122870636794428,0.868396675224593
-0.0377354005040312,0.587250091695012,0.0174429916181884,0.81403418388133
0.00094464877959265,0.989158030497411,0.00168325856573343,0.981890105799458
-0.0219276737317156,0.75243481564182,0.00326724670543314,0.964856597487793
0.0140861605427734,0.839424237211979,0.0192608006821669,0.795065344369649
0.0377096870219064,0.587504816481774,0.0629404267264146,0.396007138199842
0.0240795424247626,0.729053234234241,0.0301459321877121,0.684354297766667
0.0782464470980146,0.260344021500184,0.102972631357344,0.164947643903289
0.0194288142617985,0.77987318611656,0.0512211227429812,0.489732145859808
0.0375942915553472,0.588648584605227,0.0606985304832382,0.41304828463684
0.0545603126495389,0.432540137216264,0.0638771014315167,0.389014886173391
0.0299531382302219,0.666557709702276,0.0523109557017806,0.480541626580702
0.0503137912393342,0.469209423004875,0.0613690793620687,0.407906310204024
0.0576753733317723,0.406729552193576,0.0984770789603359,0.184178717129218
0.0372101974836057,0.592463006723131,0.0561189921369759,0.449179035596757
0.0410951355264662,0.554416418221357,0.0658036399080483,0.374871495086086
0.0361199733348904,0.60335124216694,0.0341376639262776,0.645258959050462
0.02287952401789,0.742062794859644,0.0314679820253876,0.671305592241251
0.0177944274234753,0.797971240958099,0.0274758182858935,0.710994255634545
0.0210953557851641,0.761541180069589,0.0439541537695654,0.553356994276361
0.0282531524055567,0.684431993088181,0.0445624813126254,0.54787942889188
-0.00221110367984416,0.974626109341549,-0.00649168407853672,0.930240185669382
0.000528860928923681,0.99393000304257,-0.00447930618256037,0.951833057243337
-0.0090180493141115,0.896783992121429,-0.0160677729416507,0.828458057383245
0.0508067723730275,0.464866181437002,0.0511075539815231,0.490695279791606
0.11874419636694,0.0876103337301604,0.105866394027766,0.153393870307864
0.0398678332226343,0.566305905685845,-0.00245793854387881,0.973558025872537
-0.0352000297729321,0.61260823987198,-0.00734856568245823,0.921060459383123
0.015691541063889,0.82141650378593,0.0257761525497662,0.728140222420813
-0.0369884017821331,0.594670801447439,-0.0905737140283649,0.221927610544127
-0.182129981066289,0.0087943349205033,-0.145634755361624,0.0495375077822509
-0.0612857023967898,0.377994578226432,-0.117759611181853,0.112279577481836
-0.0270394944999936,0.697302592989401,-0.0229278953234849,0.75717642414885
0.0191086761683227,0.783409125595503,0.0117183944282547,0.87443577277082
-0.0431100030018969,0.535166159151973,-0.0268546950687213,0.717243649495132
0.0218003805390881,0.753825332234417,0.0555535507209213,0.453761238433569
