"","x"
"1",0.449745906267645
"2",0.488377564464521
"3",0.556022962544702
"4",0.468341803124412
"5",0.445332204027856
"6",0.527093920572181
"7",0.577950310559006
"8",0.555571240353849
"9",0.459279126670431
"10",0.610144927536232
"11",0.512845849802372
"12",0.436730660643704
"13",0.454470167513646
"14",0.509062676453981
"15",0.590382081686429
"16",0.550301148127235
"17",0.559636740071523
"18",0.500668172407303
"19",0.509100319969885
"20",0.518812347073217
"21",0.559147374364766
"22",0.555185394315829
"23",0.554159608507435
"24",0.546113306982872
"25",0.540485601355167
"26",0.504583098061359
"27",0.484857895727461
"28",0.509345002823264
"29",0.525418784114436
"30",0.459702616224355
"31",0.490062111801242
"32",0.558516845473367
"33",0.461697722567288
"34",0.445623941276115
"35",0.577272727272727
"36",0.532044042913608
"37",0.537652926783362
"38",0.527489177489177
"39",0.481611142480708
"40",0.462328251458686
"41",0.540758516845473
"42",0.389196310935441
"43",0.515320910973085
"44",0.53609072087333
"45",0.489836250705816
"46",0.500611707133446
"47",0.537605872388481
"48",0.545962732919255
"49",0.572962544701675
"50",0.518003011481272
"51",0.491501976284585
"52",0.595727460944852
"53",0.495228684359119
"54",0.504150197628458
"55",0.446875588179936
"56",0.513457556935818
"57",0.568238283455675
"58",0.498127235083757
"59",0.528373800112931
"60",0.503529079616036
"61",0.487605872388481
"62",0.503914925654056
"63",0.540099755317147
"64",0.491530208921513
"65",0.540937323546019
"66",0.428787878787879
"67",0.460248447204969
"68",0.372802559759081
"69",0.50725578769057
"70",0.423442499529456
"71",0.450141163184641
"72",0.468558253340862
"73",0.464812723508376
"74",0.517993600602296
"75",0.489215132693394
"76",0.432533408620365
"77",0.514445699228308
"78",0.443977037455298
"79",0.449520045172219
"80",0.540118577075099
"81",0.545906267645398
"82",0.43652362130623
"83",0.463843402973838
"84",0.540749105966497
"85",0.454705439488048
"86",0.489836250705816
"87",0.427997364953887
"88",0.454488989271598
"89",0.515349143610013
"90",0.540287972896669
"91",0.486109542631282
"92",0.490523244871071
"93",0.482825145868624
"94",0.526453980801807
"95",0.508893280632411
"96",0.532260493130058
"97",0.514492753623188
"98",0.477272727272727
"99",0.513241106719368
"100",0.38707886316582
"101",0.450527009222661
"102",0.545454545454545
"103",0.498738942217203
"104",0.574185958968568
"105",0.526453980801807
"106",0.468567664219838
"107",0.397364953886693
"108",0.531215885563712
"109",0.463777526821005
"110",0.48553547901374
"111",0.491106719367589
"112",0.473348390739695
"113",0.56390927912667
"114",0.467664219838133
"115",0.533286278938453
"116",0.54879540749106
"117",0.530980613589309
"118",0.569508752117448
"119",0.450404667795972
"120",0.459194428759646
"121",0.585008469791078
"122",0.592076039902127
"123",0.431564088085827
"124",0.454084321475626
"125",0.5109448522492
"126",0.553529079616036
"127",0.545256916996047
"128",0.427056277056277
"129",0.499407114624506
"130",0.41832298136646
"131",0.504968944099379
"132",0.518614718614719
"133",0.498729531338227
"134",0.532251082251082
"135",0.53493318275927
"136",0.48657067570111
"137",0.498306041784303
"138",0.576755128929042
"139",0.528778467908903
"140",0.590033879164314
"141",0.581714662149445
"142",0.531432335780162
"143",0.487182382834557
"144",0.4824016563147
"145",0.517156032373424
"146",0.545266327875023
"147",0.545266327875023
"148",0.449510634293243
"149",0.504714850367024
"150",0.490683229813665
"151",0.571710897797854
"152",0.409090909090909
"153",0.586260116694899
"154",0.522539055147751
"155",0.65115753811406
"156",0.537436476566911
"157",0.527959721437982
"158",0.525418784114436
"159",0.459702616224355
"160",0.490062111801242
"161",0.558516845473367
"162",0.461697722567288
"163",0.445623941276115
"164",0.577272727272727
"165",0.532044042913608
"166",0.537652926783362
"167",0.527489177489177
"168",0.481611142480708
"169",0.462328251458686
"170",0.540758516845473
"171",0.389196310935441
"172",0.515320910973085
"173",0.53609072087333
"174",0.489836250705816
"175",0.500611707133446
"176",0.537605872388481
"177",0.545962732919255
"178",0.572962544701675
"179",0.518003011481272
"180",0.491501976284585
"181",0.595727460944852
"182",0.495228684359119
"183",0.504150197628458
"184",0.446875588179936
"185",0.513457556935818
"186",0.568238283455675
"187",0.498127235083757
"188",0.528373800112931
"189",0.503529079616036
"190",0.487605872388481
"191",0.503914925654056
"192",0.540099755317147
"193",0.491530208921513
"194",0.540937323546019
"195",0.428787878787879
"196",0.460248447204969
"197",0.372802559759081
"198",0.50725578769057
"199",0.423442499529456
"200",0.450141163184641
"201",0.468558253340862
"202",0.464812723508376
"203",0.517993600602296
"204",0.489215132693394
"205",0.432533408620365
"206",0.514445699228308
"207",0.443977037455298
"208",0.449520045172219
"209",0.540118577075099
"210",0.545906267645398
"211",0.43652362130623
"212",0.463843402973838
"213",0.540749105966497
"214",0.454705439488048
"215",0.489836250705816
"216",0.427997364953887
"217",0.454488989271598
"218",0.515349143610013
"219",0.540287972896669
"220",0.486109542631282
"221",0.490523244871071
"222",0.482825145868624
"223",0.526453980801807
"224",0.508893280632411
"225",0.532260493130058
"226",0.514492753623188
"227",0.477272727272727
"228",0.513241106719368
"229",0.38707886316582
"230",0.450527009222661
"231",0.545454545454545
"232",0.498738942217203
"233",0.574185958968568
