"","x"
"1",0.0057765417605915
"2",0.0244970922991472
"3",0.034038166906825
"4",0.0826819822928635
"5",0.0338427182529379
"6",0.0985546530487623
"7",0
"8",0.0557579138503154
"9",0.014611785162256
"10",0.0181718616382464
"11",0
"12",0.0754862201990476
"13",0
"14",0.0183223661924631
"15",0
"16",0.0141778333227763
"17",0.0648589714398003
"18",0.00403083787771911
"19",0
"20",0
"21",0.0259967720174409
"22",0
"23",0.00263172636299714
"24",0.0175518592558045
"25",0
"26",0.0642608719235694
"27",0.0176066974886158
"28",0.0194999485249581
"29",0.0440102944948956
"30",0
"31",0.057108416138182
"32",0.0324887057691941
"33",0.0164810547569035
"34",0
"35",0.144582620158466
"36",0.0954948181269965
"37",0.021585828752336
"38",0
"39",0.101321745338036
"40",0.103652514628428
"41",0.0136845384926276
"42",0.00169985651429363
"43",0.0811542228318384
"44",0
"45",0.0317048452816593
"46",0.0173711848284688
"47",0.0547147087417151
"48",0.134521653042787
"49",0.0185306568208045
"50",0.0341142813793231
"51",0.0389277182143819
"52",0.0298135413394599
"53",0.0728622080712292
"54",0
"55",0
"56",0.00460316823190053
"57",0.0307118673447634
"58",0
"59",0.031577216812071
"60",0.00691615486154931
"61",0
"62",0
"63",0.0159775316351817
"64",0
"65",0.0430632327807265
"66",0.0339368243310941
"67",0
"68",0.000259400365580242
"69",0.0181080910937297
"70",0.037946075891053
"71",0
"72",0.0482873124443094
"73",0.104514472332223
"74",0.00499438139823527
"75",0.0156214725511861
"76",0
"77",0.0155223667446533
"78",0
"79",0.008435497097999
"80",0.0174331805626793
"81",0.0896089089990356
"82",0
"83",0
"84",0.0478119003620257
"85",0.0276654528592381
"86",0.00172523867233272
"87",0.0139365032316272
"88",0
"89",0.0133673721589348
"90",0
"91",0.129325003481667
"92",0
"93",0.0594197499682824
"94",0.020493731768457
"95",0.0206976513089246
"96",0
"97",0
"98",0.0516919450486667
"99",0.00328023758099331
"100",0.0345188346232848
"101",0
"102",0.00572606408810107
"103",0.0570611876840704
"104",0
"105",0.0405094165424247
"106",0.0564892720710266
"107",0
"108",0.0137534854642872
"109",0.0483894027240833
"110",0.0772631085927249
"111",0.0113292514091118
"112",0.0135179650654402
"113",0.0368249720447569
"114",0
"115",0.0969583898412903
"116",0.0293598070737713
"117",0.0548689309894944
"118",0
"119",0.0182971696431014
"120",0.0364214507586422
"121",0.0595748395407291
"122",0.0933606221567785
"123",0.0781372786289928
"124",0.0173806417679452
"125",0.115235240026731
"126",0.0644706133756182
"127",0
"128",0.126872298372263
"129",0
"130",0.0745283742057136
"131",0.0114239451855027
"132",0.0813106937808838
"133",0.0339564579780678
"134",0.0552926948338024
"135",0.031577216812071
"136",0.00691615486154931
"137",0
"138",0
"139",0.0159775316351817
"140",0
"141",0.0430632327807265
"142",0.0339368243310941
"143",0
"144",0.000259400365580242
"145",0.0181080910937297
"146",0.037946075891053
"147",0
"148",0.0482873124443094
"149",0.104514472332223
"150",0.00499438139823527
"151",0.0156214725511861
"152",0
"153",0.0155223667446533
"154",0
"155",0.008435497097999
"156",0.0174331805626793
"157",0.0896089089990356
"158",0
"159",0
"160",0.0478119003620257
"161",0.0276654528592381
"162",0.00172523867233272
"163",0.0139365032316272
"164",0
"165",0.0133673721589348
"166",0
"167",0.129325003481667
"168",0
"169",0.0594197499682824
"170",0.020493731768457
"171",0.0206976513089246
"172",0
"173",0
"174",0.0516919450486667
"175",0.00328023758099331
"176",0.0345188346232848
"177",0
"178",0.00572606408810107
"179",0.0570611876840704
"180",0
"181",0.0405094165424247
"182",0.0564892720710266
"183",0
"184",0.0137534854642872
"185",0.0483894027240833
"186",0.0772631085927249
"187",0.0113292514091118
"188",0.0135179650654402
"189",0.0368249720447569
"190",0
"191",0.0969583898412903
"192",0.0293598070737713
"193",0.0548689309894944
"194",0
"195",0.0182971696431014
"196",0.0364214507586422
"197",0.0595748395407291
"198",0.0933606221567785
"199",0.0781372786289928
"200",0.0173806417679452
"201",0.115235240026731
"202",0.0644706133756182
"203",0
"204",0.126872298372263
"205",0
"206",0.0745283742057136
"207",0.0114239451855027
"208",0.0813106937808838
"209",0.0339564579780678
"210",0.0552926948338024
"211",0.031577216812071
"212",0.00691615486154931
"213",0
"214",0
"215",0.0159775316351817
"216",0
"217",0.0430632327807265
"218",0.0339368243310941
"219",0
"220",0.000259400365580242
"221",0.0181080910937297
"222",0.037946075891053
"223",0
"224",0.0482873124443094
"225",0.104514472332223
"226",0.00499438139823527
"227",0.0156214725511861
"228",0
"229",0.0155223667446533
"230",0
"231",0.008435497097999
"232",0.0174331805626793
"233",0.0896089089990356
"234",0
"235",0
"236",0.0478119003620257
"237",0.0276654528592381
"238",0.00172523867233272
"239",0.0139365032316272
"240",0
"241",0.0133673721589348
"242",0
"243",0.129325003481667
"244",0
"245",0.0594197499682824
"246",0.020493731768457
"247",0.0206976513089246
"248",0
"249",0
"250",0.0516919450486667
"251",0.00328023758099331
"252",0.0345188346232848
"253",0
"254",0.00572606408810107
"255",0.0570611876840704
"256",0
"257",0.0405094165424247
"258",0.0564892720710266
"259",0
"260",0.0137534854642872
"261",0.0483894027240833
"262",0.0772631085927249
"263",0.0113292514091118
"264",0.0135179650654402
"265",0.0368249720447569
"266",0
"267",0.0969583898412903
"268",0.0293598070737713
"269",0.0548689309894944
"270",0
"271",0.0182971696431014
"272",0.0364214507586422
"273",0.0595748395407291
"274",0.0933606221567785
"275",0.0781372786289928
"276",0.0173806417679452
"277",0.115235240026731
"278",0.0644706133756182
"279",0
"280",0.126872298372263
"281",0
"282",0.0745283742057136
"283",0.0114239451855027
"284",0.0813106937808838
"285",0.0339564579780678
"286",0.0552926948338024
"287",0.031577216812071
"288",0.00691615486154931
"289",0
"290",0
"291",0.0159775316351817
"292",0
"293",0.0430632327807265
"294",0.0339368243310941
"295",0
"296",0.000259400365580242
"297",0.0181080910937297
"298",0.037946075891053
"299",0
"300",0.0482873124443094
"301",0.104514472332223
"302",0.00499438139823527
"303",0.0156214725511861
"304",0
"305",0.0155223667446533
"306",0
"307",0.008435497097999
"308",0.0174331805626793
"309",0.0896089089990356
"310",0
"311",0
"312",0.0478119003620257
"313",0.0276654528592381
"314",0.00172523867233272
"315",0.0139365032316272
"316",0
"317",0.0133673721589348
"318",0
"319",0.129325003481667
"320",0
"321",0.0594197499682824
"322",0.020493731768457
"323",0.0206976513089246
"324",0
"325",0
"326",0.0516919450486667
"327",0.00328023758099331
"328",0.0345188346232848
"329",0
"330",0.00572606408810107
"331",0.0570611876840704
"332",0
"333",0.0405094165424247
"334",0.0564892720710266
"335",0
"336",0.0137534854642872
"337",0.0483894027240833
"338",0.0772631085927249
"339",0.0113292514091118
"340",0.0135179650654402
"341",0.0368249720447569
"342",0
"343",0.0969583898412903
"344",0.0293598070737713
"345",0.0548689309894944
"346",0
"347",0.0182971696431014
"348",0.0364214507586422
"349",0.0595748395407291
"350",0.0933606221567785
"351",0.0781372786289928
"352",0.0173806417679452
"353",0.115235240026731
"354",0.0644706133756182
"355",0
"356",0.126872298372263
"357",0
"358",0.0745283742057136
"359",0.0114239451855027
"360",0.0813106937808838
"361",0.0339564579780678
"362",0.0552926948338024
"363",0.031577216812071
"364",0.00691615486154931
"365",0
"366",0
"367",0.0159775316351817
"368",0
"369",0.0430632327807265
"370",0.0339368243310941
"371",0
"372",0.000259400365580242
"373",0.0181080910937297
"374",0.037946075891053
"375",0
"376",0.0482873124443094
"377",0.104514472332223
"378",0.00499438139823527
"379",0.0156214725511861
"380",0
"381",0.0155223667446533
"382",0
"383",0.008435497097999
"384",0.0174331805626793
"385",0.0896089089990356
"386",0
"387",0
"388",0.0478119003620257
"389",0.0276654528592381
"390",0.00172523867233272
"391",0.0139365032316272
"392",0
"393",0.0133673721589348
"394",0
"395",0.129325003481667
"396",0
"397",0.0594197499682824
"398",0.020493731768457
"399",0.0206976513089246
"400",0
"401",0
"402",0.0516919450486667
"403",0.00328023758099331
"404",0.0345188346232848
"405",0
"406",0.00572606408810107
"407",0.0570611876840704
"408",0
"409",0.0405094165424247
"410",0.0564892720710266
"411",0
"412",0.0137534854642872
"413",0.0483894027240833
"414",0.0772631085927249
"415",0.0113292514091118
"416",0.0135179650654402
"417",0.0368249720447569
"418",0
"419",0.0969583898412903
"420",0.0293598070737713
"421",0.0548689309894944
"422",0
"423",0.0182971696431014
"424",0.0364214507586422
"425",0.0595748395407291
"426",0.0933606221567785
"427",0.0781372786289928
"428",0.0173806417679452
"429",0.115235240026731
"430",0.0644706133756182
"431",0
"432",0.126872298372263
"433",0
"434",0.0745283742057136
"435",0.0114239451855027
"436",0.0813106937808838
"437",0.0339564579780678
"438",0.0552926948338024
"439",0.031577216812071
"440",0.00691615486154931
"441",0
"442",0
"443",0.0159775316351817
"444",0
"445",0.0430632327807265
"446",0.0339368243310941
"447",0
"448",0.000259400365580242
"449",0.0181080910937297
"450",0.037946075891053
"451",0
"452",0.0482873124443094
"453",0.104514472332223
"454",0.00499438139823527
"455",0.0156214725511861
"456",0
"457",0.0155223667446533
"458",0
